run_id,step,profit,stockout_rate,pricing_accuracy,action_correctness,customer_satisfaction,created_at,date,time,timestamp
continuous_simulation_20251009_100640,1,12778.01,0.0,0.8,1.0,3.23,2025-01-01,2025-01-01,00:00:00,668
continuous_simulation_20251009_100640,1,12990.01,0.0,0.8,1.0,3.21,2025-01-01,2025-01-01,00:00:00,669
continuous_simulation_20251009_100640,2,11710.32,0.0,0.8,0.8888888888888888,3.3,2025-01-01,2025-01-01,00:00:00,670
continuous_simulation_20251009_100640,2,12294.32,0.0,0.8,1.0,3.26,2025-01-01,2025-01-01,00:00:00,671
continuous_simulation_20251009_100640,2,12778.01,0.0,0.8,1.0,3.23,2025-01-01,2025-01-01,00:00:00,672
continuous_simulation_20251009_100640,2,12990.01,0.0,0.8,1.0,3.21,2025-01-01,2025-01-01,00:00:00,673
continuous_simulation_20251009_100640,3,3850.0,0.0,0.8,0.3333333333333333,3.33,2025-01-01,2025-01-01,00:00:00,674
continuous_simulation_20251009_100640,3,11710.32,0.0,0.8,1.0,3.3,2025-01-01,2025-01-01,00:00:00,675
continuous_simulation_20251009_100640,3,12294.32,0.0,0.8,1.0,3.26,2025-01-01,2025-01-01,00:00:00,676
continuous_simulation_20251009_100640,3,12778.01,0.0,0.8,1.0,3.23,2025-01-01,2025-01-01,00:00:00,677
continuous_simulation_20251009_100640,3,12990.01,0.0,0.8,1.0,3.21,2025-01-01,2025-01-01,00:00:00,678
continuous_simulation_20251009_100640,4,3815.0,0.0,0.8,0.3333333333333333,3.33,2025-01-01,2025-01-01,00:00:00,679
continuous_simulation_20251009_100640,4,11710.32,0.0,0.8,1.0,3.3,2025-01-01,2025-01-01,00:00:00,680
continuous_simulation_20251009_100640,4,12294.32,0.0,0.8,1.0,3.26,2025-01-01,2025-01-01,00:00:00,681
continuous_simulation_20251009_100640,4,12778.01,0.0,0.8,1.0,3.23,2025-01-01,2025-01-01,00:00:00,682
continuous_simulation_20251009_100640,4,12990.01,0.0,0.8,1.0,3.21,2025-01-01,2025-01-01,00:00:00,683
continuous_simulation_20251009_100640,5,3815.0,0.0,0.8,0.3333333333333333,3.33,2025-01-01,2025-01-01,00:00:00,684
continuous_simulation_20251009_100640,5,11710.32,0.0,0.8,1.0,3.3,2025-01-01,2025-01-01,00:00:00,685
continuous_simulation_20251009_100640,5,12294.32,0.0,0.8,1.0,3.26,2025-01-01,2025-01-01,00:00:00,686
continuous_simulation_20251009_100640,5,12778.01,0.0,0.8,1.0,3.23,2025-01-01,2025-01-01,00:00:00,687
continuous_simulation_20251009_100640,5,12990.01,0.0,0.8,1.0,3.21,2025-01-01,2025-01-01,00:00:00,688
continuous_simulation_20251009_100640,6,49.05,0.0,0.8,0.6666666666666666,3.32,2025-01-01,2025-01-01,00:00:00,689
continuous_simulation_20251009_100640,6,11710.32,0.0,0.8,1.0,3.28,2025-01-01,2025-01-01,00:00:00,690
continuous_simulation_20251009_100640,6,12294.32,0.0,0.8,1.0,3.24,2025-01-01,2025-01-01,00:00:00,691
continuous_simulation_20251009_100640,6,12778.01,0.0,0.8,1.0,3.22,2025-01-01,2025-01-01,00:00:00,692
continuous_simulation_20251009_100640,6,12990.01,0.0,0.8,1.0,3.2,2025-01-01,2025-01-01,00:00:00,693
continuous_simulation_20251009_100640,7,49.05,0.0,0.8,0.7777777777777778,3.32,2025-01-01,2025-01-01,00:00:00,694
continuous_simulation_20251009_100640,7,11710.32,0.0,0.8,1.0,3.28,2025-01-01,2025-01-01,00:00:00,695
continuous_simulation_20251009_100640,7,12294.32,0.0,0.8,1.0,3.24,2025-01-01,2025-01-01,00:00:00,696
continuous_simulation_20251009_100640,7,12778.01,0.0,0.8,1.0,3.22,2025-01-01,2025-01-01,00:00:00,697
continuous_simulation_20251009_100640,7,12990.01,0.0,0.8,1.0,3.2,2025-01-01,2025-01-01,00:00:00,698
continuous_simulation_20251009_100640,8,11710.32,0.0,0.8,0.8888888888888888,3.32,2025-01-01,2025-01-01,00:00:00,699
continuous_simulation_20251009_100640,8,12294.32,0.0,0.8,1.0,3.28,2025-01-01,2025-01-01,00:00:00,700
continuous_simulation_20251009_100640,8,12778.01,0.0,0.8,1.0,3.24,2025-01-01,2025-01-01,00:00:00,701
continuous_simulation_20251009_100640,8,12990.01,0.0,0.8,1.0,3.22,2025-01-01,2025-01-01,00:00:00,702
continuous_simulation_20251009_100640,8,13378.04,0.0,0.8,1.0,3.2,2025-01-01,2025-01-01,00:00:00,703
continuous_simulation_20251009_100640,9,11710.32,0.0,0.8,0.8888888888888888,3.32,2025-01-01,2025-01-01,00:00:00,704
continuous_simulation_20251009_100640,9,12294.32,0.0,0.8,1.0,3.28,2025-01-01,2025-01-01,00:00:00,705
continuous_simulation_20251009_100640,9,12778.01,0.0,0.8,1.0,3.24,2025-01-01,2025-01-01,00:00:00,706
continuous_simulation_20251009_100640,9,12990.01,0.0,0.8,1.0,3.22,2025-01-01,2025-01-01,00:00:00,707
continuous_simulation_20251009_100640,9,13378.04,0.0,0.8,1.0,3.2,2025-01-01,2025-01-01,00:00:00,708
continuous_simulation_20251009_100640_initial,1,3850.0,0.0,0.7,0.0,3.33,2025-01-01,2025-01-01,00:00:00,709
continuous_simulation_20251009_100640_initial,1,11710.32,0.0,0.8,0.8888888888888888,3.3,2025-01-01,2025-01-01,00:00:00,710
continuous_simulation_20251009_100640_initial,1,12294.32,0.0,0.8,1.0,3.26,2025-01-01,2025-01-01,00:00:00,711
continuous_simulation_20251009_100640_initial,1,12778.01,0.0,0.8,1.0,3.23,2025-01-01,2025-01-01,00:00:00,712
continuous_simulation_20251009_100640_initial,1,12990.01,0.0,0.8,1.0,3.21,2025-01-01,2025-01-01,00:00:00,713
continuous_simulation_20251009_100640_initial,2,3850.0,0.0,0.7,0.0,3.33,2025-01-01,2025-01-01,00:00:00,714
continuous_simulation_20251009_100640_initial,2,11710.32,0.0,0.8,0.8888888888888888,3.3,2025-01-01,2025-01-01,00:00:00,715
continuous_simulation_20251009_100640_initial,2,12294.32,0.0,0.8,1.0,3.26,2025-01-01,2025-01-01,00:00:00,716
continuous_simulation_20251009_100640_initial,2,12778.01,0.0,0.8,1.0,3.23,2025-01-01,2025-01-01,00:00:00,717
continuous_simulation_20251009_100640_initial,2,12990.01,0.0,0.8,1.0,3.21,2025-01-01,2025-01-01,00:00:00,718
continuous_simulation_20251009_100640_initial,3,3850.0,0.0,0.8,0.3333333333333333,3.33,2025-01-01,2025-01-01,00:00:00,719
continuous_simulation_20251009_100640_initial,3,11710.32,0.0,0.8,1.0,3.3,2025-01-01,2025-01-01,00:00:00,720
